chromosome	CDS_start	CDS_end	new_end	Filter
UN	47020914	47062278	47038947	PASS
LG16	91265631	91266676	17089028	Not Valid
LG6	91265631	91266676	40598	Not Valid
UN	17582066	17608973	17608045	PASS
UN	4605077	4628706	4619877	PASS
UN	66786277	66807053	66786960	PASS
UN	91265631	91266676	86557129	Not Valid
UN	91265631	91266676	80144721	Not Valid
LG11	3815658	3851112	3841445	PASS
UN	91265631	91266676	84170900	Not Valid
UN	2532564	2560238	2547002	PASS
UN	91265631	91266676	82348767	Not Valid
LG1A	91265631	91266676	22822649	Not Valid
LG11	1878132	1959464	1958234	PASS
UN	55459789	55462947	55460862	PASS
UN	91265631	91266676	10203092	Not Valid
UN	54856379	54871458	54869484	PASS
LG2	14043670	14087813	14071042	PASS
UN	91265631	91266676	75201811	Not Valid
LG10	17280612	17287681	17281389	PASS
LG9	91265631	91266676	17139071	Not Valid
LG12	16451797	16458879	16455083	PASS
UN	91265631	91266676	28476898	Not Valid
LG2	91265631	91266676	10595917	Not Valid
LG12	91265631	91266676	217230	Not Valid
LG16	91265631	91266676	12353931	Not Valid
LG6	91265631	91266676	21456044	Not Valid
LG4	91265631	91266676	8988009	Not Valid
UN	56577549	56578863	56578274	PASS
UN	6999553	7004971	7000480	PASS
LG1A	18712985	18728149	18720324	PASS
LGx	91265631	91266676	9800096	Not Valid
LG19	91265631	91266676	13120377	Not Valid
UN	91265631	91266676	29087439	Not Valid
LG19	17680829	17681251	17680917	PASS
LG19	91265631	91266676	4931157	Not Valid
LG10	14212636	14214346	14212803	PASS
UN	91265631	91266676	92191888	Not Valid
LG16	91265631	91266676	2081755	Not Valid
LG9	18658556	18729959	18726443	PASS
LG15	91265631	91266676	23192213	Not Valid
UN	1943169	1948450	1943274	PASS
UN	45643020	45646416	45646387	PASS
UN	45375696	45377999	45377832	PASS
LG1B	91265631	91266676	4592370	Not Valid
LG22-25	91265631	91266676	6698444	Not Valid
LG1B	91265631	91266676	14125039	Not Valid
LG9	15996177	15997894	15997861	PASS
UN	79147416	79179130	79173263	PASS
UN	72857356	72858277	72858264	PASS
LG10	91265631	91266676	14546104	Not Valid
LG6	17199261	17204339	17201145	PASS
UN	91265631	91266676	29637483	Not Valid
LG8	91265631	91266676	15777585	Not Valid
LG1B	91265631	91266676	2654158	Not Valid
UN	91265631	91266676	3740075	Not Valid
LG2	6395779	6420009	6407910	PASS
LG13	91265631	91266676	21460473	Not Valid
UN	91265631	91266676	55834258	Not Valid
LG17	728122	775846	738852	PASS
LG2	15725773	15839037	15726464	PASS
LG14	14215197	14227493	14225905	PASS
LG5	91265631	91266676	16747999	Not Valid
UN	91265631	91266676	7906030	Not Valid
LG11	91265631	91266676	3871891	Not Valid
LG18-21	91265631	91266676	3353262	Not Valid
LG13	3823357	3834280	3831746	PASS
LG18-21	4797823	4805573	4799591	PASS
LG17	22730835	22759011	22734676	PASS
UN	34532603	34794628	34554234	PASS
LG6	91265631	91266676	3765770	Not Valid
LG9	20061430	20064916	20063873	PASS
UN	91265631	91266676	83877250	Not Valid
LG5	9665993	9815162	9809348	PASS
UN	88134701	88148386	88140126	PASS
UN	16166231	16459472	16453977	PASS
LG22-25	14559779	14563436	14562495	PASS
UN	80382082	80459867	80422061	PASS
LG3	6138252	6161170	6156161	PASS
UN	15110260	15278735	15174378	PASS
UN	91265631	91266676	90311852	Not Valid
UN	91265631	91266676	8916122	Not Valid
UN	91265631	91266676	71993209	Not Valid
LG9	575839	613525	612386	PASS
UN	91265631	91266676	59716193	Not Valid
UN	33342414	33350234	33350170	PASS
LG17	91265631	91266676	3011898	Not Valid
LG14	91265631	91266676	12698156	Not Valid
LG8	7147925	7151276	7149811	PASS
UN	41192560	41234201	41227936	PASS
LG6	8634847	8695564	8692969	PASS
LG14	12237780	12250052	12244784	PASS
LG2	91265631	91266676	26218134	Not Valid
LG1B	91265631	91266676	10637657	Not Valid
LG20	26512298	26533471	26532568	PASS
LG15	91265631	91266676	10509719	Not Valid
LG20	1781928	1873278	1820311	PASS
LG5	91265631	91266676	10877925	Not Valid
UN	91265631	91266676	90778540	Not Valid
LG4	91265631	91266676	16491041	Not Valid
LG24	2313146	2340756	2324056	PASS
LG16	19515534	19559490	19536068	PASS
UN	67401476	67785623	67512734	PASS
LG11	91265631	91266676	20502556	Not Valid
LG5	21318027	21331856	21324072	PASS
LG11	91265631	91266676	13494691	Not Valid
LG17	91265631	91266676	7683907	Not Valid
LG1A	91265631	91266676	12791825	Not Valid
LG2	91265631	91266676	4798802	Not Valid
LG11	91265631	91266676	14361424	Not Valid
LG18-21	91265631	91266676	1515567	Not Valid
LG12	6651223	6656730	6656630	PASS
UN	91265631	91266676	62084320	Not Valid
UN	91265631	91266676	10579039	Not Valid
UN	91265631	91266676	87966146	Not Valid
LG10	91265631	91266676	11755245	Not Valid
UN	2538789	2647880	2560712	PASS
LG6	91265631	91266676	10217959	Not Valid
LG18-21	91265631	91266676	13415682	Not Valid
LG13	8935220	8944387	8943581	PASS
LG7	16085200	16099143	16098894	PASS
UN	91265631	91266676	81485558	Not Valid
LG16	13827470	13833837	13829408	PASS
LG12	91265631	91266676	11526090	Not Valid
LG8	1559655	1562244	1560444	PASS
UN	91265631	91266676	78133758	Not Valid
UN	91265631	91266676	50511160	Not Valid
LG8	19028671	19057158	19056885	PASS
LGx	91265631	91266676	12231722	Not Valid
LG12	18289857	18321639	18321609	PASS
UN	91265631	91266676	58032236	Not Valid
LG3	11767588	11770149	11769774	PASS
LG6	91265631	91266676	19089038	Not Valid
LG20	91265631	91266676	25238036	Not Valid
LG3	91265631	91266676	4565762	Not Valid
LG2	91265631	91266676	23193869	Not Valid
UN	4908824	4963478	4957436	PASS
UN	91265631	91266676	89833322	Not Valid
LG5	21541791	21544181	21542810	PASS
UN	91265631	91266676	37728962	Not Valid
UN	5805694	5811956	5805821	PASS
LG1B	9229	30246	15764	PASS
LG6	91265631	91266676	19627037	Not Valid
LG16	2393610	2402260	2396765	PASS
UN	22006018	22253144	22125968	PASS
UN	79423504	79425101	79423677	PASS
LG1A	1474469	1709662	1606370	PASS
UN	91265631	91266676	39249815	Not Valid
LG1A	25414952	25433029	25417941	PASS
LG6	940948	951072	944069	PASS
LG1B	91265631	91266676	10105060	Not Valid
LG9	91265631	91266676	20388819	Not Valid
LG12	91265631	91266676	8850910	Not Valid
UN	36714742	36716677	36716648	PASS
LG7	19650391	19665253	19664008	PASS
LG1A	91265631	91266676	8156186	Not Valid
LG24	91265631	91266676	4954882	Not Valid
LG14	24472875	24479494	24473221	PASS
UN	91265631	91266676	91980230	Not Valid
UN	91265631	91266676	9443601	Not Valid
LG6	91265631	91266676	15848175	Not Valid
LG6	16293985	16301178	16299502	PASS
UN	8391711	8405898	8395181	PASS
LG9	91265631	91266676	15220417	Not Valid
LG17	15533170	15543307	15533479	PASS
LG8	91265631	91266676	22780606	Not Valid
LG24	91265631	91266676	6887390	Not Valid
LG14	3481451	3486375	3481870	PASS
UN	2772215	2775921	2773076	PASS
LG7	91265631	91266676	19412288	Not Valid
LG7	1159820	1163986	1161167	PASS
LG7	25413502	25418856	25416082	PASS
UN	17152805	17156832	17155563	PASS
LG1B	1017542	1025763	1022979	PASS
LG13	91265631	91266676	19369827	Not Valid
LG1A	91265631	91266676	28778263	Not Valid
LG1A	91265631	91266676	13928011	Not Valid
LG7	91265631	91266676	10171681	Not Valid
LG11	18305453	18345209	18344793	PASS
LG9	91265631	91266676	695107	Not Valid
UN	50988096	50994926	50989706	PASS
UN	33579180	33584407	33579416	PASS
LG1A	25937802	26034829	25992686	PASS
LG13	91265631	91266676	23937451	Not Valid
LG9	20480939	20481548	20480986	PASS
UN	82085174	82140992	82129163	PASS
LG2	91265631	91266676	17946782	Not Valid
LG1B	91265631	91266676	7191581	Not Valid
LG16	11278631	11286335	11279658	PASS
UN	92617460	92624379	92622333	PASS
UN	91265631	91266676	67294944	Not Valid
LG8	20433947	20439639	20437555	PASS
UN	78005293	78015480	78013460	PASS
UN	65604966	65609177	65608428	PASS
UN	91265631	91266676	94596309	Not Valid
LG20	91265631	91266676	2766265	Not Valid
LG8	91265631	91266676	15539580	Not Valid
LG16	91265631	91266676	9776373	Not Valid
LG5	91265631	91266676	28876111	Not Valid
LG1A	15194861	15211773	15211756	PASS
LG15	2680073	2687200	2686431	PASS
UN	91265631	91266676	10565535	Not Valid
LG10	91265631	91266676	11159747	Not Valid
UN	91265631	91266676	31985160	Not Valid
LG11	22324407	22394934	22324775	PASS
UN	91265631	91266676	96098066	Not Valid
LG6	8301705	8302719	8302096	PASS
UN	91265631	91266676	79048596	Not Valid
LG20	26606693	26610341	26610084	PASS
UN	91265631	91266676	10616061	Not Valid
UN	91265631	91266676	51268010	Not Valid
LG18-21	3240909	3246877	3242021	PASS
LG9	10766690	10772568	10767549	PASS
UN	91265631	91266676	8366849	Not Valid
LG15	91265631	91266676	16930942	Not Valid
LG14	91265631	91266676	13876613	Not Valid
UN	91265631	91266676	50335560	Not Valid
LG10	13870668	13896939	13894514	PASS
LG19	91265631	91266676	1908516	Not Valid
LG8	6014880	6019891	6015610	PASS
UN	91265631	91266676	21779635	Not Valid
LG16	20829660	20833343	20832192	PASS
LG4	91265631	91266676	13685350	Not Valid
UN	91265631	91266676	8770078	Not Valid
LG9	91265631	91266676	17017616	Not Valid
LG22-25	91265631	91266676	13517286	Not Valid
LG12	91265631	91266676	13709398	Not Valid
LG6	91265631	91266676	21102133	Not Valid
UN	91265631	91266676	33637758	Not Valid
LGx	15214903	15228226	15228048	PASS
LG4	91265631	91266676	21026495	Not Valid
LG5	91265631	91266676	20648996	Not Valid
LG16	20343665	20461753	20450113	PASS
LG5	13393706	13560466	13511378	PASS
UN	91265631	91266676	43129021	Not Valid
LG7	15497624	15510375	15509544	PASS
LG22-25	91265631	91266676	5676209	Not Valid
UN	91265631	91266676	69550856	Not Valid
LG11	91265631	91266676	11085131	Not Valid
UN	91265631	91266676	91908577	Not Valid
LG17	91265631	91266676	5733404	Not Valid
UN	91265631	91266676	35379070	Not Valid
UN	91265631	91266676	87281451	Not Valid
LG1A	1474469	1709662	1631186	PASS
LG1A	22444516	22465913	22465688	PASS
UN	91265631	91266676	11576775	Not Valid
UN	1418223	1423962	1419836	PASS
LG2	91265631	91266676	10252396	Not Valid
LG2	91265631	91266676	14537887	Not Valid
UN	53947916	53949559	53948862	PASS
UN	91265631	91266676	4637375	Not Valid
LG14	91265631	91266676	17727050	Not Valid
LG24	91265631	91266676	370233	Not Valid
LG11	91265631	91266676	12960162	Not Valid
LG6	268208	271558	270153	PASS
UN	91265631	91266676	56233489	Not Valid
LG4	15199206	15449009	15428103	PASS
LG9	765929	803047	800677	PASS
LG6	91265631	91266676	17378596	Not Valid
LG22-25	7753994	7755309	7754058	PASS
UN	91265631	91266676	60556643	Not Valid
LG5	91265631	91266676	24642050	Not Valid
LGx	3112882	3115582	3113372	PASS
LG24	91265631	91266676	1991617	Not Valid
LG4	400206	439592	437950	PASS
LG5	91265631	91266676	27981638	Not Valid
LG6	91265631	91266676	4207378	Not Valid
LG17	91265631	91266676	17328394	Not Valid
UN	91265631	91266676	72998643	Not Valid
LG10	91265631	91266676	17443965	Not Valid
LG20	14887617	14937323	14934279	PASS
LG20	21935397	22138615	22060882	PASS
UN	71176157	71176285	71176212	PASS
LG7	91265631	91266676	18120601	Not Valid
UN	66199123	66200814	66199427	PASS
LG11	91265631	91266676	11252046	Not Valid
LG7	91265631	91266676	26802031	Not Valid
LG20	1640182	1686089	1663336	PASS
LG19	21236128	21279652	21277530	PASS
LG13	5740699	5745807	5744877	PASS
LG8	91265631	91266676	7565867	Not Valid
LG15	91265631	91266676	10377656	Not Valid
LG22-25	91265631	91266676	11795168	Not Valid
UN	91265631	91266676	83766030	Not Valid
UN	41461470	41464052	41462781	PASS
UN	91265631	91266676	38629965	Not Valid
UN	91265631	91266676	2850211	Not Valid
LG1B	91265631	91266676	15587009	Not Valid
LG10	91265631	91266676	16595165	Not Valid
UN	91265631	91266676	68212852	Not Valid
LG4	1736882	1737857	1737442	PASS
LG2	8340365	8365174	8361669	PASS
UN	25554418	25608239	25569732	PASS
UN	91265631	91266676	90963063	Not Valid
UN	91265631	91266676	73783273	Not Valid
UN	8628980	8670470	8637588	PASS
LG22-25	7509737	7518419	7516255	PASS
LG17	91265631	91266676	11059176	Not Valid
UN	91265631	91266676	4760467	Not Valid
LG19	91265631	91266676	13298786	Not Valid
UN	91265631	91266676	40930807	Not Valid
LG4	20510894	20516312	20511521	PASS
LG12	10316112	10338973	10330803	PASS
LG19	3219422	3322925	3322348	PASS
LG1A	8054781	8065781	8055747	PASS
UN	91265631	91266676	68704469	Not Valid
UN	91265631	91266676	66524296	Not Valid
LG7	91265631	91266676	27848785	Not Valid
UN	91265631	91266676	50662392	Not Valid
LG1A	91265631	91266676	15689997	Not Valid
LG18-21	91265631	91266676	6133717	Not Valid
UN	91265631	91266676	5999344	Not Valid
LG10	23922473	23946987	23928860	PASS
LG16	91265631	91266676	3850372	Not Valid
LG16	91265631	91266676	16231655	Not Valid
LG11	91265631	91266676	10100147	Not Valid
UN	91265631	91266676	57857196	Not Valid
LG6	91265631	91266676	4946123	Not Valid
LG6	91265631	91266676	4705902	Not Valid
LG7	91265631	91266676	9894159	Not Valid
UN	15717983	16167386	16069557	PASS
UN	91265631	91266676	46320049	Not Valid
LG2	91265631	91266676	18518337	Not Valid
LG10	91265631	91266676	16469993	Not Valid
LG3	91265631	91266676	13111856	Not Valid
LG11	1848385	1852837	1852038	PASS
LG19	91265631	91266676	14679780	Not Valid
LG6	91265631	91266676	5503567	Not Valid
UN	91265631	91266676	92043015	Not Valid
UN	88168987	88173763	88172325	PASS
LG7	12073304	12110613	12102224	PASS
LG12	91265631	91266676	20671567	Not Valid
LG7	6496808	6600474	6597026	PASS
LG16	91265631	91266676	1949897	Not Valid
LGx	9095301	9154771	9151198	PASS
LG11	91265631	91266676	11123709	Not Valid
LG3	91265631	91266676	10006075	Not Valid
LG13	91265631	91266676	24599769	Not Valid
LG4	91265631	91266676	22429743	Not Valid
UN	33579418	33590787	33586684	PASS
LG9	91265631	91266676	3356172	Not Valid
UN	91265631	91266676	45305399	Not Valid
LG13	18394880	18457140	18455696	PASS
LG4	9578295	9583755	9583574	PASS
LG5	12765178	12782363	12781000	PASS
LG7	91265631	91266676	27404535	Not Valid
UN	91265631	91266676	95449076	Not Valid
LG7	15367287	15381111	15370227	PASS
UN	87266177	87270543	87270187	PASS
UN	34532603	34794628	34767809	PASS
UN	50480018	50483213	50483075	PASS
UN	41511963	41514190	41511976	PASS
LG16	91265631	91266676	19713461	Not Valid
LG17	15451601	15456854	15451608	PASS
UN	91265631	91266676	65903831	Not Valid
UN	91505462	91511049	91510254	PASS
UN	91265631	91266676	86720766	Not Valid
LG13	1675944	1677067	1676809	PASS
LG17	11125465	11153360	11149265	PASS
LG22-25	11310272	11316706	11311198	PASS
LG17	91265631	91266676	446938	Not Valid
LG10	5202984	5230311	5230186	PASS
UN	91265631	91266676	76253340	Not Valid
LGx	14784841	14865572	14784873	PASS
LG19	91265631	91266676	6085985	Not Valid
UN	91265631	91266676	71060772	Not Valid
UN	91265631	91266676	69126687	Not Valid
LG11	91265631	91266676	10242869	Not Valid
LG14	26371586	26384600	26372107	PASS
LG1B	9567482	9592444	9591022	PASS
LG19	16075281	16079966	16079588	PASS
UN	91265631	91266676	46473436	Not Valid
LG2	8223793	8269113	8251677	PASS
LG14	3752464	3825419	3816760	PASS
LG22-25	91265631	91266676	8873076	Not Valid
LG14	91265631	91266676	6892666	Not Valid
UN	57029237	57032224	57029629	PASS
LG10	91265631	91266676	5511298	Not Valid
LG20	91265631	91266676	21145668	Not Valid
LG22-25	24748812	24751834	24748997	PASS
LG13	91265631	91266676	19294313	Not Valid
UN	91265631	91266676	58336070	Not Valid
UN	91265631	91266676	77852455	Not Valid
LG10	91265631	91266676	5132242	Not Valid
LG11	12098977	12102505	12102114	PASS
LG17	19356592	19383266	19360471	PASS
UN	91265631	91266676	43200983	Not Valid
UN	91265631	91266676	27962909	Not Valid
LG1A	91265631	91266676	18427460	Not Valid
UN	91265631	91266676	73873064	Not Valid
LG22-25	91265631	91266676	12836060	Not Valid
LG2	91265631	91266676	13998999	Not Valid
LG1B	91265631	91266676	4038719	Not Valid
LG1B	91265631	91266676	3659233	Not Valid
LG17	91265631	91266676	3833531	Not Valid
LG19	6472282	6476277	6475597	PASS
UN	91265631	91266676	63438987	Not Valid
LG6	91265631	91266676	13221635	Not Valid
LG14	9203870	9212891	9205869	PASS
UN	70771870	70772775	70772293	PASS
UN	91265631	91266676	91668734	Not Valid
LG14	91265631	91266676	10805195	Not Valid
UN	91265631	91266676	59810240	Not Valid
LG15	91265631	91266676	7925893	Not Valid
LG16	91265631	91266676	17448446	Not Valid
LG24	91265631	91266676	6670321	Not Valid
LG1A	91265631	91266676	11257850	Not Valid
LG9	21149868	21169456	21154027	PASS
UN	39558195	39559549	39558878	PASS
UN	91265631	91266676	81033800	Not Valid
LG19	91265631	91266676	14825231	Not Valid
LG15	14262348	14264603	14263548	PASS
LG13	91265631	91266676	12337888	Not Valid
LG1A	91265631	91266676	17385669	Not Valid
LG3	91265631	91266676	7470018	Not Valid
LG3	91265631	91266676	12274417	Not Valid
UN	91265631	91266676	87247922	Not Valid
LG19	3236919	3320648	3320386	PASS
LG6	91265631	91266676	14943220	Not Valid
LG14	20703486	20949708	20813785	PASS
LG19	22005267	22022290	22021311	PASS
LG11	91265631	91266676	8451319	Not Valid
LG12	91265631	91266676	23077994	Not Valid
LG22-25	25944064	26069589	25997900	PASS
LG7	15380267	15485470	15402668	PASS
LG2	91265631	91266676	19724833	Not Valid
LG2	13106304	13108652	13106976	PASS
LG10	5695221	5701929	5697466	PASS
LG2	91265631	91266676	9313317	Not Valid
LG19	91265631	91266676	776435	Not Valid
UN	41129909	41134840	41131326	PASS
UN	91265631	91266676	63305888	Not Valid
LG5	10718013	10726733	10719881	PASS
LG12	91265631	91266676	4837900	Not Valid
LG12	19156181	19156591	19156243	PASS
LGx	17543043	17555117	17552746	PASS
LG13	20579455	20596073	20582546	PASS
LG6	52425	77632	77226	PASS
LG20	26625313	26627955	26625711	PASS
LG2	91265631	91266676	579324	Not Valid
LG16	91265631	91266676	14692478	Not Valid
LG7	91265631	91266676	7915107	Not Valid
LG16	22007467	22012599	22007954	PASS
UN	91265631	91266676	10614283	Not Valid
UN	52201951	52215065	52205246	PASS
UN	64008041	64032124	64022926	PASS
UN	91265631	91266676	76997377	Not Valid
LG19	5463246	5496360	5493117	PASS
UN	91265631	91266676	11024531	Not Valid
LG10	91265631	91266676	10530951	Not Valid
LG5	91265631	91266676	13335926	Not Valid
LG13	91265631	91266676	20174884	Not Valid
LG7	3039040	3043563	3039967	PASS
LG5	91265631	91266676	4096318	Not Valid
LG1A	22108916	22125281	22121450	PASS
LGx	91265631	91266676	11787137	Not Valid
LG12	20063541	20094762	20083498	PASS
UN	91265631	91266676	49615099	Not Valid
LG20	4125886	4136688	4135015	PASS
LG20	91265631	91266676	6322489	Not Valid
LG4	7784059	7790525	7784847	PASS
UN	59852449	59861594	59861272	PASS
LG8	4764139	4783926	4773015	PASS
UN	91265631	91266676	46762796	Not Valid
LG17	91265631	91266676	11325492	Not Valid
UN	73916964	74186505	74095439	PASS
UN	91265631	91266676	26945714	Not Valid
LG13	91265631	91266676	7874997	Not Valid
LG6	91265631	91266676	24746137	Not Valid
LG2	11755717	11879575	11876426	PASS
LG1B	91265631	91266676	4501355	Not Valid
LG24	91265631	91266676	6865003	Not Valid
LG6	360968	472522	434981	PASS
LG13	25556563	25574202	25558778	PASS
UN	91265631	91266676	17016126	Not Valid
LG5	18105020	18235589	18230490	PASS
LG6	19760004	19795933	19760551	PASS
LG17	91265631	91266676	20873842	Not Valid
LG6	91265631	91266676	28090026	Not Valid
LG24	1901944	1919627	1916456	PASS
UN	91265631	91266676	30215532	Not Valid
LG15	13528562	13532106	13532097	PASS
UN	91265631	91266676	88353457	Not Valid
LG10	91265631	91266676	23296615	Not Valid
LG4	22194197	22237647	22220999	PASS
UN	91265631	91266676	31626696	Not Valid
LG1B	91265631	91266676	15255954	Not Valid
LG22-25	91265631	91266676	1308	Not Valid
LG8	14763285	14785840	14772755	PASS
UN	32657908	32699656	32696797	PASS
LG7	9435425	9438698	9436539	PASS
LG1A	91265631	91266676	29021574	Not Valid
UN	91265631	91266676	58559010	Not Valid
UN	62570492	62735682	62644820	PASS
LG16	6997083	7035443	7001465	PASS
LG11	12779348	12830664	12781456	PASS
UN	14649504	14689327	14675661	PASS
LG5	9827185	9832596	9828799	PASS
LG12	20043880	20047011	20045748	PASS
LGx	91265631	91266676	5355530	Not Valid
LG15	91265631	91266676	5839606	Not Valid
UN	91265631	91266676	19923655	Not Valid
LG19	91265631	91266676	20530607	Not Valid
LG9	21299497	21323212	21313659	PASS
LG3	2781338	3092850	2783659	PASS
LG6	11040585	11050532	11049068	PASS
LG7	9386975	9393574	9392811	PASS
LG9	91265631	91266676	13113697	Not Valid
LG14	91265631	91266676	6937098	Not Valid
LG1A	91265631	91266676	20196739	Not Valid
LG1B	5427323	5440925	5430449	PASS
LG7	91265631	91266676	5342564	Not Valid
LG7	91265631	91266676	10188775	Not Valid
LG22-25	91265631	91266676	25449770	Not Valid
LG6	91265631	91266676	20423918	Not Valid
UN	91265631	91266676	56873049	Not Valid
LG8	18177477	18180075	18179212	PASS
LG17	91265631	91266676	11551095	Not Valid
LG14	12069340	12075389	12070647	PASS
LG10	91265631	91266676	14521877	Not Valid
LG7	91265631	91266676	26403879	Not Valid
LG18-21	11471995	11537461	11536667	PASS
UN	91265631	91266676	48612855	Not Valid
LG7	91265631	91266676	27331115	Not Valid
LG8	91265631	91266676	7232011	Not Valid
UN	91265631	91266676	49845369	Not Valid
LG18-21	91265631	91266676	10486146	Not Valid
UN	29396317	29400947	29399434	PASS
UN	91265631	91266676	31948201	Not Valid
LGx	4570305	4592685	4582041	PASS
UN	20228202	20230503	20230416	PASS
UN	72588125	72593885	72591524	PASS
LG22-25	4698594	4723856	4715714	PASS
UN	91265631	91266676	64884731	Not Valid
LG5	24161738	24202224	24200302	PASS
UN	91265631	91266676	18066541	Not Valid
UN	70408045	70557480	70463288	PASS
UN	91265631	91266676	28214707	Not Valid
UN	91265631	91266676	56707547	Not Valid
LG22-25	5025043	5029222	5026843	PASS
LG7	91265631	91266676	26468820	Not Valid
UN	91265631	91266676	81621999	Not Valid
UN	91265631	91266676	50195167	Not Valid
LG7	91265631	91266676	11942813	Not Valid
LG15	91265631	91266676	12146376	Not Valid
LGx	5950226	5952553	5951671	PASS
UN	67401476	67785623	67500992	PASS
UN	73916964	74186505	74150146	PASS
UN	91265631	91266676	51697153	Not Valid
UN	91265631	91266676	43960964	Not Valid
LG18-21	9457918	9464554	9458866	PASS
LG20	91265631	91266676	2909967	Not Valid
UN	91265631	91266676	44307725	Not Valid
LG8	14399234	14413030	14407631	PASS
LG7	3934892	4022139	3939303	PASS
LG5	5944466	5980265	5979866	PASS
LG16	13839893	13850174	13840107	PASS
LG2	91265631	91266676	20336601	Not Valid
LG9	16464192	16470164	16469657	PASS
UN	91265631	91266676	61183290	Not Valid
LG1A	18381733	18388965	18382159	PASS
UN	91265631	91266676	66441566	Not Valid
LG7	91265631	91266676	13354995	Not Valid
LG2	91265631	91266676	400171	Not Valid
LG17	91265631	91266676	20514419	Not Valid
LG1A	91265631	91266676	20019324	Not Valid
UN	91265631	91266676	89802439	Not Valid
LG8	91265631	91266676	8485357	Not Valid
LG20	2417746	2422461	2421815	PASS
LG22-25	91265631	91266676	18334229	Not Valid
UN	75962514	76206106	76046500	PASS
LG19	91265631	91266676	6987259	Not Valid
UN	91265631	91266676	94181958	Not Valid
UN	45072221	45077028	45074764	PASS
LG19	91265631	91266676	6006838	Not Valid
LG16	12283623	12292363	12284041	PASS
LG6	91265631	91266676	12691621	Not Valid
LG3	4985149	5004822	4990549	PASS
LGx	91265631	91266676	1884788	Not Valid
UN	91265631	91266676	62860297	Not Valid
LG13	12642609	12644556	12644111	PASS
LG14	13989864	13992235	13991198	PASS
LG1B	17148435	17157765	17149432	PASS
LG1A	26375822	26399373	26383716	PASS
UN	91265631	91266676	4258838	Not Valid
LG5	91265631	91266676	10810094	Not Valid
LG8	91265631	91266676	21361314	Not Valid
UN	39818548	39830436	39826720	PASS
UN	44862481	44863990	44862760	PASS
LG19	91265631	91266676	11808441	Not Valid
LG3	91265631	91266676	4478661	Not Valid
LG24	91265631	91266676	11760969	Not Valid
LG2	9269389	9276911	9269763	PASS
LG8	91265631	91266676	18100412	Not Valid
UN	91265631	91266676	7615927	Not Valid
LG7	22998381	23062903	23062011	PASS
LG15	16482894	16526402	16520292	PASS
LG9	4946520	4967544	4948359	PASS
LG18-21	91265631	91266676	16410230	Not Valid
LG8	91265631	91266676	884091	Not Valid
LG16	91265631	91266676	10243723	Not Valid
UN	91265631	91266676	8951720	Not Valid
LG14	91265631	91266676	4335513	Not Valid
LG16	91265631	91266676	7886072	Not Valid
LG22-25	24888226	24899596	24896601	PASS
LG20	91265631	91266676	2386696	Not Valid
UN	91265631	91266676	40051556	Not Valid
LG16	91265631	91266676	24520317	Not Valid
LG7	6651615	6673336	6661949	PASS
LG6	8833	12219	8836	PASS
LG17	14171180	14191816	14188508	PASS
LG6	24259965	24269652	24268873	PASS
LG7	91265631	91266676	15066807	Not Valid
LG10	6893228	6972675	6895540	PASS
LG13	91265631	91266676	17579270	Not Valid
LG20	21248231	21253185	21252610	PASS
UN	91265631	91266676	44477898	Not Valid
LGx	91265631	91266676	7942560	Not Valid
UN	44996750	45016170	44998623	PASS
UN	91265631	91266676	59797880	Not Valid
UN	91265631	91266676	86982631	Not Valid
LG11	12507293	12586654	12585893	PASS
LG17	2333371	2342633	2340200	PASS
LG12	18575290	18589209	18584682	PASS
UN	39180921	39186753	39182569	PASS
UN	91265631	91266676	37558788	Not Valid
LG8	91265631	91266676	7153300	Not Valid
LG10	2442842	2495443	2453559	PASS
LG20	91265631	91266676	25754515	Not Valid
UN	91265631	91266676	32276162	Not Valid
LG8	91265631	91266676	9131018	Not Valid
UN	91265631	91266676	5613024	Not Valid
LG19	91265631	91266676	15478109	Not Valid
UN	91265631	91266676	61792894	Not Valid
UN	63142895	63144037	63142952	PASS
LG4	5198014	5257451	5255969	PASS
UN	91265631	91266676	39016619	Not Valid
LG9	91265631	91266676	4695385	Not Valid
UN	91265631	91266676	86941523	Not Valid
LG8	1104685	1128710	1126662	PASS
LG13	91265631	91266676	20313457	Not Valid
LG10	11828117	11841257	11839312	PASS
LG19	9744666	9775416	9774404	PASS
UN	96212383	96221353	96218945	PASS
LG5	18399281	18403771	18403438	PASS
LG4	91265631	91266676	13034329	Not Valid
LG15	4370449	4408046	4378115	PASS
LG22-25	12712464	12720011	12719586	PASS
UN	60457613	60464455	60464403	PASS
LG13	91265631	91266676	15352170	Not Valid
LG17	91265631	91266676	22785164	Not Valid
LG5	27352120	27386788	27385664	PASS
LG6	16476983	16478561	16477383	PASS
UN	91265631	91266676	66776297	Not Valid
LG15	91265631	91266676	21566199	Not Valid
UN	91265631	91266676	24594250	Not Valid
LG4	91265631	91266676	17729658	Not Valid
LG13	91265631	91266676	19425236	Not Valid
LG12	91265631	91266676	12081939	Not Valid
UN	91265631	91266676	41464345	Not Valid
UN	91265631	91266676	4828458	Not Valid
LG5	1949133	1951390	1950264	PASS
LG11	91265631	91266676	11179583	Not Valid
LG15	91265631	91266676	8292981	Not Valid
UN	69154097	69157420	69155142	PASS
LG7	20746807	20948267	20751350	PASS
UN	14649504	14689327	14649912	PASS
UN	91265631	91266676	81977667	Not Valid
