     chromosome |       old_start |         old_end |       new_start |         new_end |           codon  |      Length add  | brin 
           LG10 |         9383820 |         9383822 |         9383816 |         9383818 |             TAA  |               2  |  -
            LG7 |         9365194 |         9365196 |         9365190 |         9365192 |             TAA  |               2  |  -
            LG6 |        23234482 |        23234484 |        23234485 |        23234487 |             TGA  |               3  |  +
           LG1B |         3932371 |         3932373 |         3932374 |         3932376 |             TAA  |               3  |  +
           LG1A |         5822847 |         5822849 |         5822843 |         5822845 |             TGA  |               2  |  -
            LGx |        17629585 |        17629587 |        17629557 |        17629559 |             TAA  |              26  |  -
             UN |        10844038 |        10844040 |        10844083 |        10844085 |             TAG  |              45  |  +
            LG8 |        16787117 |        16787119 |        16787120 |        16787122 |             TGA  |               3  |  +
            LG2 |         9296309 |         9296311 |         9296312 |         9296314 |             TGA  |               3  |  +
           LG10 |         5339544 |         5339546 |         5339547 |         5339549 |             TGA  |               3  |  +
        LG22-25 |         2135361 |         2135363 |         2135364 |         2135366 |             TAA  |               3  |  +
            LG8 |        19299698 |        19299700 |        19299694 |        19299696 |             TAA  |               2  |  -
            LG8 |        18073164 |        18073166 |        18073167 |        18073169 |             TAA  |               3  |  +
        LG18-21 |        11251055 |        11251057 |        11251051 |        11251053 |             TAG  |               2  |  -
